pathway	UCH_02_Basal	UCH_02_Cronico	UCH_02_PosI	UCH_03_Basal	UCH_03_Cronico	UCH_03_PosI	UCH_04_Basal	UCH_04_Cronico	UCH_04_PosI	UCH_05_Basal	UCH_05_Cronico	UCH_05_PosI	UCH_07_Basal	UCH_07_Cronico	UCH_07_PosI	UCH_08_Basal	UCH_08_Cronico	UCH_08_PosI	UCH_09_Basal	UCH_09_Cronico	UCH_09_PosI	UCH_10_Basal	UCH_10_Cronico	UCH_10_PosI	UCH_11_Basal	UCH_11_Cronico	UCH_11_PosI	UCH_12_Basal	UCH_12_Cronico	UCH_12_PosI	UCH_13_Basal	UCH_13_Cronico	UCH_13_PosI	UCH_15_Basal	UCH_15_Cronico	UCH_15_PosI	UCH_16_Basal	UCH_16_Cronico	UCH_16_PosI	UCH_17_Basal	UCH_17_Cronico	UCH_17_PosI	UCH_18_Basal	UCH_18_Cronico	UCH_18_PosI	UCH_19_Basal	UCH_19_Cronico	UCH_19_PosI	UCH_20_Basal	UCH_20_Cronico	UCH_20_PosI	UCH_21_Basal	UCH_21_Cronico	UCH_21_PosI
1CMET2-PWY	4353.6685	4342.2048	6107.3522	7577.8225	8361.5702	7948.9278	5580.5094	6258.138	8088.3303	8459.9777	6143.3349	7890.6959	6276.7472	6537.2264	7167.1889	4283.7763	5224.4354	4534.7915	7140.6913	5567.1986	7632.498	5477.175	6211.9988	2261.7316	5834.362	5401.0568	7071.9722	5924.932	6044.5714	4967.0834	6695.5677	6506.3148	6405.0647	3205.9751	2501.1973	2744.7256	3230.4363	2848.5434	3585.2564	5389.8296	5792.9067	5182.23	5071.1088	5448.7299	5045.1249	7794.2165	2186.2461	5321.2415	3031.6904	4401.9676	4349.0087	3499.1105	5825.296	5579.3068
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	0	0	0	0	0.3099	0.6195	1.5177	0	0	0.2973	0	0	9.3658	0.3108	0.6196	30.4904	1.8521	19.9162	5.1733	0	0	0	4.2219	13.1218	0	0	2.2262	0	0	0.3092	0	0.6205	3.062	0	0	0.5978	0	0	0.6146	0	0	0	5.4401	3.3508	1.5407	0	0	0.8996	0	0	0.3074	0	0.3101	1.5144
AEROBACTINSYN-PWY	0	0	1.14	1.14	0.29	0.29	3.29	0	0.29	0.29	1	0	0.29	0.43	9.29	501.71	7	14.43	0	1.29	0	0	74.86	35.71	0.14	5	0	2.43	0.71	2.29	0.43	0.71	1.29	0.57	0.29	1.14	0.29	0.29	0.14	0.43	0.29	0.71	0.29	0.43	0	0.29	0.14	1.57	0.29	0.29	0.14	5.14	14.14	43.71
ALL-CHORISMATE-PWY	0	0	10.5618	9.0272	4.7409	6.7889	24.1809	0	1.9822	3.2225	6.9916	0	43.838	4.5407	65.0665	1036.0827	66.5211	156.0969	22.358	7.1632	0	0	341.4685	182.2941	1.4013	35.2794	14.1529	13.3703	4.3869	13.7867	3.1695	7.9725	22.6287	5.1991	2.7317	10.3074	2.8674	2.7275	4.5925	4.1052	2.7427	5.6014	26.1877	19.4308	9.4146	2.7552	0.6587	16.5601	2.0023	2.7279	3.1871	24.3218	66.8485	163.34
ANAEROFRUCAT-PWY	3394.0319	1930.377	4790.5329	3797.9036	1834.392	2340.8535	5649.0919	4955.5138	6150.3051	5756.0298	5611.5607	7331.5947	5988.9664	6583.6366	6740.25	3750.632	4011.9657	4366.7017	6669.7077	4133.942	6949.515	5652.5141	5840.4232	1951.6018	5303.4719	5561.0323	6668.9222	3744.0611	5456.7232	4456.2269	6600.6219	6108.1989	6321.7075	1469.7896	1637.8688	1765.2599	1582.2396	1596.8247	2624.9178	4917.5627	5165.2364	4710.9787	4854.3749	3722.1341	3005.2969	7407.2758	1883.3042	4691.7296	1587.3661	4055.1804	3054.1938	742.0888	1204.1327	1564.2037
ANAGLYCOLYSIS-PWY	5538.4765	5531.9196	7678.5538	9760.906	10734.5219	10062.6323	6742.4804	7408.8592	10053.395	9378.3948	7410.3868	8968.9048	7950.0627	7884.0986	8604.3978	5579.6714	6617.7314	5719.559	8321.6991	6456.9771	8488.9022	6910.987	7642.2008	2497.4865	7094.3267	6712.8727	8129.6247	7663.0331	7605.7918	6539.2903	8223.3372	7412.3131	7529.7871	4512.1555	3375.3701	6726.942	4236.7839	3587.9315	4571.0218	7129.7951	7510.4603	7127.7013	6975.14	7593.9998	7251.5029	9163.7356	2645.1537	6074.7993	3826.9918	5885.7764	6156.2912	4627.0403	7782.2309	7794.9038
ARG+POLYAMINE-SYN	95.3326	111.82	60.4084	986.5113	439.3545	566.3233	127.6631	29.1147	337.4208	22.4433	108.7497	1106.5589	1562.865	1851.0381	1376.6352	2018.6704	539.6909	782.4653	63.4862	15.2953	23.7621	120.6044	1496.7477	429.5915	199.6759	115.6722	334.762	552.7293	717.71	548.3479	1248.6684	790.2703	1433.4786	489.2658	657.1942	398.3164	1380.371	879.4335	1389.7023	996.6576	612.6456	1445.9659	1527.1724	1249.6422	1305.8028	19.6462	1.6756	33.8412	31.0085	37.2369	245.1099	119.4405	211.7013	452.4061
ARGDEG-PWY	0	0	0	0	0.5788	0.9922	3.4255	0	0	0.5367	0	0	13.7155	0.6578	1.7797	91.8969	4.6892	33.825	7.3658	0	0	0	12.3765	32.5308	0	0	3.154	0	0	0.8462	0	1.2387	4.873	0	0	1.3722	0	0	0.966	0	0	0	8.3155	5.1779	2.3149	0	0	1.9129	0	0	0.4987	0	0.9122	4.4901
ARGORNPROST-PWY	296.3179	145.0081	712.5849	463.3083	260.7452	492.8518	152.8995	45.0224	253.9882	21.4725	60.5049	28.0597	515.7173	446.4249	260.5612	1307.6116	1129.6362	1062.4722	140.8958	18.2172	273.2037	306.9596	382.7315	89.5885	168.4141	360.1774	271.8459	276.8337	586.2063	350.7247	1080.6834	547.6721	672.2198	288.6995	309.0117	188.9626	203.5394	250.1437	247.0813	390.068	451.2945	460.6579	836.4017	664.4108	644.7194	526.7852	27.1544	188.1746	136.0945	352.2973	351.22	149.0637	179.3536	162.1468
ARGSYN-PWY	4201.755	3807.336	6233.7902	7334.0746	8286.7903	7814.1006	4077.3119	3301.9154	7362.2977	2802.7032	5307.6819	4870.1842	5162.3826	4406.7703	5504.5119	4414.3436	5610.3646	4180.9692	4298.0033	2876.84	4967.547	3812.7015	4932.8314	1088.1714	4373.625	3583.327	3942.9423	5656.6567	5073.0277	4654.3394	5685.5874	4205.2777	4751.6812	3030.7586	2284.8518	5572.1401	2480.4215	2041.8449	2791.7682	4432.3901	4970.5582	4600.9164	4598.3056	5297.4017	4800.6772	5979.5994	1120.0998	3050.5675	2287.1757	3919.1541	4030.7563	3434.0228	5688.0631	5236.6392
ARGSYNBSUB-PWY	4207.4639	3776.18	6331.7478	7482.2332	8511.7998	7995.0937	3970.7897	2854.6855	7501.5263	2217.7189	5318.7638	4507.0971	5100.8991	4216.8922	5428.9175	4453.1578	5660.9805	4107.0564	3961.3781	2456.4226	4695.7604	3700.1856	4877.8318	899.724	4290.8443	3412.716	3577.4003	5786.4907	5055.2044	4712.8432	5629.7152	3940.6763	4628.3698	3046.9125	2296.0683	5753.6239	2391.0652	1906.6686	2691.3821	4354.4959	4948.7444	4552.4192	4569.1514	5307.1443	4793.0632	5986.2306	961.3392	2742.0198	2159.1407	3872.5624	4018.1809	3535.7403	5872.7544	5342.0389
ARO-PWY	5125.5684	5044.5728	7472.6291	9152.9552	9858.797	9600.5189	5669.3155	5328.4116	9132.7247	6230.6626	6594.0726	6927.1861	7148.5851	6669.9052	7523.3434	5265.859	6342.1432	5175.3588	6746.3546	4563.761	7114.3199	5662.034	6634.9007	2021.5909	6464.2043	5691.5769	6635.8523	7127.2442	6774.532	6111.0919	7383.2119	6214.0157	6551.5949	4323.0343	3205.5951	6208.6857	3832.903	3097.5748	4049.0373	6305.6663	6706.6471	6285.9128	6308.7397	7113.9006	6707.0538	8021.2792	1827.2704	4808.2398	3358.302	5456.9014	5681.0595	4162.774	6806.9416	6356.4724
ASPASN-PWY	3745.6174	3417.4264	5236.5116	5072.7781	4402.3028	4699.9148	5249.9878	6596.7852	5565.5072	9137.3468	5444.5244	7971.0576	5469.0906	6064.8963	6363.2641	3750.5203	5258.9163	4767.1187	6857.2178	5975.5321	6952.928	5507.5057	5562.1449	2346.057	5140.9581	5338.1355	6846.0908	4249.7564	5553.0706	4090.8485	6654.6122	6470.0378	6021.3819	2806.2984	2278.0156	5455.1114	3291.2772	2933.4466	3464.7634	5178.2976	5311.9914	4800.5593	4857.2682	5013.9939	4743.7313	7246.6446	2441.5171	5429.15	2950.6899	4111.1288	4057.8236	2619.4652	4907.9851	5247.3874
AST-PWY	0	0	1.14	1.14	0.49	0.69	4.29	0	0.29	0.49	1	0	6.49	0.63	9.69	523.11	8.2	28.83	3.8	1.29	0	0	77.66	45.51	0.14	5	1.6	2.43	0.71	2.49	0.43	1.11	3.29	0.57	0.29	1.54	0.29	0.29	0.54	0.43	0.29	0.71	3.89	2.63	1	0.29	0.14	2.17	0.29	0.29	0.34	5.14	14.34	44.71
BIOTIN-BIOSYNTHESIS-PWY	603.5158	437.2	946.7369	732.5125	156.406	253.216	3700.2757	6425.7301	2601.3348	9777.8201	2979.1851	7382.9966	2814.0924	4029.9945	3845.6326	2239.6583	1781.9758	2657.4718	5977.1917	5727.2607	6353.6526	3425.658	3188.0243	2314.5659	2833.2303	3122.3755	5752.6884	495.1188	2240.5523	870.0581	3557.184	5357.9535	4144.1243	290.4566	456.0016	462.8841	553.6214	567.4138	1210.3045	2081.9691	2093.8596	1747.0497	1436.7768	980.4062	738.9163	4685.9894	2182.5681	4970.5005	553.5703	1547.0781	1194.9146	268.1639	409.363	507.6916
BRANCHED-CHAIN-AA-SYN-PWY	5476.945	5278.2999	7648.0303	9273.7168	9977.3721	9571.0017	6145.0455	6400.1803	9201.8656	8292.4137	7053.5442	8215.0726	7640.6663	7436.9938	7972.6472	5224.5711	6452.6779	5364.5128	7469.344	5725.2855	7922.9889	6115.1802	7069.2899	2293.7017	6680.2069	6229.6252	7466.1594	7229.4478	7045.2071	6286.5924	7842.1417	6943.0996	7102.0819	4316.3591	3186.4305	6879.5568	3991.0071	3399.4975	4264.2371	6787.7378	7140.3568	6821.9104	6660.1073	7397.9386	6928.2228	8449.95	2240.8247	5456.6669	3696.2756	5705.1033	5891.4622	4221.8934	6790.9257	6795.1112
CALVIN-PWY	5517.4553	5595.6571	7312.5905	9316.1651	9949.7321	9727.7505	6408.4586	6970.9642	9723.5433	9197.5028	7175.1808	8637.3838	7904.7998	7759.7183	8642.5085	5469.1207	6312.2118	5426.5045	8060.6401	6161.8336	8492.2777	6432.4103	7527.4748	2479.0934	7014.6088	6589.5742	8109.8869	7672.6852	7592.233	6539.4075	7919.4146	7349.5589	7430.9976	4483.1451	3362.1416	6398.8056	4564.1023	3991.8261	4863.4514	6864.7497	7317.6168	6734.6477	6881.8259	7609.4176	7268.0683	8818.5499	2367.4065	5873.1238	4416.9461	6317.4372	6419.5867	4040.969	5805.7916	6028.1095
CENTFERM-PWY	40.0505	20.1419	102.5783	182.1411	108.574	164.9437	56.9101	0	2.0286	24.1766	55.119	3.4974	990.5752	1232.5828	252.7183	935.3446	258.4507	585.2195	26.3841	8.9956	0	10.4644	577.3939	217.3034	0.9796	34.5711	11.1587	33.6305	35.9805	66.7871	883.3194	363.3284	929.2095	133.2569	62.2828	72.8931	108.1958	41.3698	86.8711	539.0233	328.1199	881.9331	477.0509	500.9478	336.8835	43.5203	4.4421	21.9608	15.5898	22.6888	93.7196	43.1146	98.2156	254.3332
COA-PWY	4601.1936	4643.9247	6154.677	7685.1967	8418.2895	7971.6096	5147.1772	5515.4689	7725.76	7270.9288	5771.8194	6902.0895	6294.1257	6234.8875	6669.3091	4155.7742	5052.5231	4159.5375	6387.8979	4941.4399	6743.0077	5151.3054	5873.59	1985.5396	5563.3021	5202.0542	6388.1838	5992.3787	5856.0331	5180.7247	5672.0354	5757.5148	5792.2939	3608.4644	2655.8923	5604.5392	3689.8439	3121.845	3886.5431	5649.7004	5960.0661	5565.3284	5259.9619	5977.6551	5628.6148	6873.0524	1938.7399	4662.3095	3378.6537	4802.651	5005.9921	3504.0763	5747.6786	5755.2384
COBALSYN-PWY	4371.3333	4462.6338	6131.3828	7973.891	8097.4811	8359.2416	4686.0511	4574.0134	7391.2905	7541.7291	5615.2626	7004.0073	6311.4012	6728.7041	7005.1238	3777.5393	5112.3871	4126.557	6566.8571	4741.3572	6259.0035	5504.7745	6164.5446	2028.4093	6077.8281	5156.2523	6958.9745	6287.5119	6092.071	5296.1364	6583.1354	5926.4452	6133.9465	4272.3353	3135.8153	5768.4991	4045.6007	3123.6982	3868.3084	6304.2639	6358.3208	5862.3016	5958.0728	6557.7973	6325.4825	6391.9919	1729.6983	4600.501	2966.1776	4512.4343	4827.5766	2934.1085	3331.0669	3224.5074
CODH-PWY	59.6019	5.9959	95.2691	17.979	0	17.9797	23.9422	35.8773	35.9144	59.753	41.8451	23.9579	59.7044	53.7578	35.8997	11.9811	17.9705	0	23.9538	77.3647	29.9309	77.411	11.9872	0	29.9168	71.4792	83.4333	47.8051	53.7486	41.8221	5.9971	59.6876	17.9719	11.9804	0	0	5.9949	47.608	11.9803	29.9191	23.9513	17.97	29.9171	11.9881	0	23.9581	5.9907	35.8595	0	0	11.985	0	17.9716	0
COLANSYN-PWY	1690.4063	1859.955	1689.6052	1263.1195	689.3388	930.5368	2480.1405	851.9213	2357.4842	2958.1074	1712.3955	4228.4588	3406.7256	4023.5693	3150.28	2288.1584	2438.3586	2351.3129	3435.7307	792.5749	3321.3715	2661.2037	2824.3536	1359.5388	2689.0926	2953.3744	3993.6935	1057.075	2456.7794	1409.318	3244.1174	2955.9228	3375.2736	763.9089	842.6928	1213.215	1625.9563	1662.7848	1859.1343	2591.0837	2494.5862	2668.7115	1942.2216	1646.2528	1427.0418	3640.6213	831.6144	2025.7074	1707.3694	2186.831	2010.9843	443.3803	671.3198	1532.5845
COMPLETE-ARO-PWY	5362.323	5257.0417	7808.1082	9592.7025	10343.3492	10053.4547	5950.1719	5683.9097	9558.194	6666.5791	6933.7739	7361.3388	7442.9816	6977.7203	7859.4005	5445.58	6605.7041	5357.0005	7073.3193	4865.8151	7512.5327	5897.7726	6941.9822	2117.8457	6738.2675	5925.6157	6902.021	7473.8572	7067.1496	6399.555	7685.128	6502.6318	6805.7452	4537.3789	3358.2584	6531.5423	4012.659	3225.7689	4216.3743	6610.3066	7018.4837	6583.4593	6622.8454	7449.9841	7029.676	8369.3325	1950.2935	5071.0746	3534.1997	5658.1659	5902.7338	4330.4407	7101.8613	6638.4115
DAPLYSINESYN-PWY	4460.043	4402.5162	7072.4625	8067.7475	8233.89	8220.3287	4529.0654	3844.1143	7281.4994	3172.701	5283.9581	4569.6526	5945.8438	5236.7617	6299.2289	4773.9169	5682.8497	4438.8102	5045.4304	2932.8317	4915.5738	4538.8269	5579.7695	1383.1421	5685.1669	4409.6414	4583.295	6134.0218	5723.4656	5311.9379	6301.326	4681.8506	5397.6826	3807.6696	2883.7989	6229.6728	2841.2918	2231.4304	3129.8365	5159.8141	5575.475	5258.9522	5340.7032	6123.4769	5787.0824	7567.2356	1323.5477	3623.0513	2330.4087	4570.9188	4735.9918	4087.5211	7271.0817	6761.5957
DENOVOPURINE2-PWY	961.7155	802.7074	1708.9389	1860.7827	1037.0649	1490.785	3770.2146	5696.5339	3073.4834	8229.8606	3868.523	6945.3642	4550.231	5530.2534	4614.6681	2767.253	2532.3814	3170.4309	5460.9692	4814.326	6088.7573	3351.6521	3835.0291	2080.7548	3512.2816	4290.5785	5914.9113	1045.6581	3448.271	1833.1309	4882.4506	5422.2861	5097.9976	1160.0557	1219.0424	961.8586	1391.2274	1143.307	1934.5351	3153.0856	3239.5811	3495.1063	3072.126	2583.4694	1835.9495	5069.8589	1805.372	4452.8627	748.3729	2013.6283	1709.4623	412.9119	860.3181	572.7494
DTDPRHAMSYN-PWY	4586.241	4573.7015	6461.4468	8019.1987	8212.866	8085.296	6052.3394	7017.0972	8413.8391	8409.9884	6648.0238	7672.5123	6988.8738	6906.9659	7269.7695	4194.9526	4896.8378	4333.6543	7213.9908	5488.2644	7213.8021	6038.3995	6423.834	2309.9977	6545.4728	6932.9849	7276.4892	6398.2414	6771.1796	5579.1196	5717.2565	6121.4799	6053.1503	3835.1061	2783.062	5679.8903	3537.708	2879.4926	3728.9651	6215.8655	6376.8423	6175.6155	5524.6643	6283.9927	5870.1498	6744.4469	2140.0511	5406.5015	3233.194	5092.5452	5234.6343	2977.0273	3401.0427	3345.816
ECASYN-PWY	0	0	2.8318	2.8184	1.1977	1.7128	10.6669	0	0.7244	1.2208	2.4908	0	16.0064	1.5727	23.7546	827.0073	20.1642	68.6826	9.3888	3.2002	0	0	169.0962	86.1805	0.3498	12.2706	3.9833	6.0207	1.7721	6.176	1.0744	2.7693	8.1776	1.4161	0.7232	3.7876	0.7216	0.7219	1.346	1.0741	0.7246	1.7722	9.5403	6.4543	2.4896	0.7245	0.3489	5.3761	0.7196	0.723	0.8482	11.756	29.3766	85.1794
ENTBACSYN-PWY	0	0	6.0605	6.0545	2.6051	3.6636	22.4219	0	1.5445	2.607	5.3034	0	34.1179	3.3562	50.317	916.1686	42.6454	132.8132	19.9802	6.7812	0	0	338.9013	176.0761	0.7464	26.3319	8.5008	12.7706	3.7782	13.1582	2.29	5.8947	17.3822	3.0295	1.5443	8.1764	1.5451	1.5441	2.8734	2.2911	1.5455	3.7804	20.5756	13.9308	5.3176	1.5454	0.7451	11.4166	1.5423	1.5452	1.8115	26.503	73.0318	222.4419
FAO-PWY	21.5534	8.9898	61.151	103.972	57.9703	99.5677	26.8447	0	0.8699	13.5757	31.2285	1.9997	584.6144	750.5591	115.0259	1431.0876	146.9609	321.3048	11.3838	3.8673	0	5.9959	293.0552	126.5597	0.42	14.971	4.797	17.2557	19.5249	36.3011	478.4031	175.2304	527.577	81.1444	34.0912	36.5077	59.4159	22.8576	43.1199	287.0753	167.2011	540.0524	256.6099	280.5276	184.3103	23.7895	2.4537	10.7838	6.8599	9.8558	42.7621	21.8338	51.2783	133.0884
FASYN-ELONG-PWY	3161.772	4018.9299	1450.6322	1051.8365	460.728	457.6474	4605.1253	7299.17	3509.8277	12285.1939	3817.9489	9930.5667	4138.1127	6022.489	5704.6528	3466.955	2911.7791	3922.8949	7646.7471	6896.714	8878.6592	4517.2696	4632.1005	2930.9457	3998.2032	4445.7165	8033.012	803.3403	3168.4548	1230.2035	5392.2872	7335.8743	6121.4062	432.3947	674.9151	777.8073	3432.3595	3718.401	3988.1593	3037.4602	3301.7358	2926.3311	2182.6328	1626.0481	1366.8516	6679.5703	2472.007	6197.6285	4187.9446	4123.7092	3565.0256	437.6112	684.063	2731.5401
FASYN-INITIAL-PWY	2365.8638	3078.1048	964.0691	680.0653	292.0064	209.508	3086.2952	5409.2415	2389.8109	8168.1084	2721.3808	7134.6083	2932.612	4519.7778	4167.8163	2504.54	2007.872	2736.6299	5585.1703	4846.9763	6302.9301	2803.2353	3386.5222	2166.6262	2860.4567	2648.2664	5993.1467	338.1008	1996.3747	811.087	4030.6633	5517.9991	4619.8526	238.7098	404.7348	507.0129	2682.9255	2914.772	3080.5685	2057.6465	2326.8575	1749.76	1504.5671	1079.2157	802.5535	4993.7264	1800.2253	4498.0559	3068.7552	3032.3224	2558.0248	282.9787	443.4647	2009.9975
FERMENTATION-PWY	1709.9434	2052.8383	2103.8784	1893.0668	745.3536	1072.8408	3966.4491	3041.9657	4779.546	3389.2157	4117.042	3981.8952	4596.3345	4950.1694	5365.1245	3247.9145	3180.2572	3492.5844	4736.6278	2418.2513	4298.6187	3998.4882	4675.2832	1548.2251	4593.7364	4537.4796	5137.4111	1494.5441	4474.3304	2273.087	5286.1981	4439.2044	4939.1022	854.798	1105.0757	1282.2746	1333.1571	1429.1938	1911.2456	3701.265	3590.028	3610.0851	3395.0146	2825.175	2142.4579	6426.1449	1246.2413	3183.0916	1125.0855	3128.675	2863.8466	605.9728	899.4379	1854.6975
FOLSYN-PWY	3088.7975	3079.5075	3779.8258	3552.2834	2912.7851	3646.2436	4843.5757	5855.6825	5031.493	7384.6829	4384.8137	6621.4065	4697.4248	5103.3049	5259.052	3176.0964	3634.2942	3775.3068	5731.2026	5072.5422	5940.9855	4200.7219	4481.091	1895.6933	4173.9514	4344.9739	5485.8939	3834.936	4352.9668	3714.5388	5881.0039	5606.1527	5296.4809	1776.2112	1625.0795	1233.339	2549.3914	2532.8212	2936.8184	3700.7254	3739.2206	3678.5106	3902.2346	3699.5123	3458.0253	6141.0454	2027.8268	4558.4795	2563.6394	3634.1162	3290.5045	1508.682	2446.3753	3151.1598
FUC-RHAMCAT-PWY	728.1142	671.864	1407.7651	1299.1814	675.8279	966.0828	1912.9521	1573.3061	1658.3103	1026.6092	1801.5565	1394.9139	1730.7363	1525.225	2271.1722	1438.6112	886.8823	930.4767	1772.8359	780.1172	1413.8753	1430.6405	1889.4191	649.9661	1893.7157	1657.0853	1412.1473	1007.5667	1556.537	978.7366	2299.106	1943.7777	2010.7775	502.5559	567.088	343.9832	485.8472	468.7842	731.6375	1160.8497	1166.0791	1134.4844	1107.5326	1216.2359	1051.332	3086.8786	468.9389	1460.58	407.1236	1180.2789	888.7209	499.0541	741.2857	1155.5028
FUCCAT-PWY	671.2633	799.2581	1806.9112	1823.9157	1470.6352	2065.4215	1256.6869	838.6335	1805.5286	495.864	1356.8413	717.1352	1337.8408	925.0159	1679.5392	1678.2001	737.1573	555.8899	1012.0021	386.1898	757.4103	871.8113	1457.0406	367.054	1671.841	1045.0319	766.7801	1744.3076	1499.8541	1290.8803	1745.8814	1151.7017	1337.6054	863.2381	774.777	399.175	387.2441	365.4679	546.6933	814.6721	787.0705	792.8477	1064.9249	1263.6397	1223.6893	2439.3018	244.2789	824.6818	271.3893	1142.9893	892.4386	767.6824	1325.4144	1205.0379
GALACT-GLUCUROCAT-PWY	1308.6264	1486.088	1382.5603	1499.1248	1155.5012	1439.0946	2261.7206	2465.2939	2155.0682	2478.2642	2321.603	2101.5231	2056.7944	2011.6782	2818.729	2103.647	1527.6061	1588.1921	2489.171	1828.5202	2018.444	2096.0281	2385.6354	889.5449	2269.6313	2067.9867	2103.625	1693.0787	2165.04	1522.9635	2489.3321	2020.9024	2216.0924	927.2425	854.0757	512.7051	983.0811	948.5192	1248.3626	1583.2497	1671.8761	1428.6786	1667.8816	1725.2364	1593.9434	3779.1649	846.1455	2015.8429	854.3387	1871.36	1708.1286	823.4675	1117.3872	1769.2912
GALACTARDEG-PWY	0	0	2.2542	2.1968	0.8415	1.3501	7.6592	0	0.5761	0.9724	1.9624	0	11.9507	1.2465	16.4528	601.9446	13.5445	38.751	6.856	2.5361	0	0	104.7716	58.9244	0.2789	9.4713	3.1458	4.6426	1.4029	4.7257	0.8425	2.1847	5.8501	1.0984	0.3866	2.0511	0.5645	0.5764	1.0369	0.8488	0.5732	1.3742	7.2302	4.6786	1.714	0.5754	0.2753	4.131	0.5212	0.3866	0.6622	6.8451	21.9071	59.402
GALACTUROCAT-PWY	1662.3593	1840.6059	1535.0905	1605.1633	1225.8675	1523.7846	3110.4064	4794.6313	2229.3076	6440.215	2901.9235	4948.8473	2742.736	3362.7708	3505.3451	2411.765	2046.4712	2404.2151	4234.2884	4303.6821	4391.0409	2993.9254	2906.6434	1486.6679	2538.1925	3058.7704	4194.3892	1781.0003	2602.6423	1676.3303	3592.7458	4134.6481	3480.9111	1009.7061	925.2337	608.1396	1680.6407	1916.4853	1983.6709	2171.1298	2276.1249	1893.6472	2165.4125	2004.9379	1782.0443	4474.57	1768.1001	3587.4707	2029.2564	2411.4493	2197.8826	889.4405	1252.8428	2076.8428
GLCMANNANAUT-PWY	1545.7822	1715.814	3351.9393	4020.8386	3484.065	4007.4513	2625.5418	2600.7925	3696.0791	1497.3153	3294.3856	2689.4398	2710.8484	2507.3652	3708.1915	2196.9894	1625.2718	1295.7675	2644.506	1498.4567	2386.9621	2233.8641	3298.1542	746.6558	3342.1627	2718.4803	2033.2465	3376.9369	3127.7352	3060.9128	3117.8572	2533.8133	2687.1844	1771.2059	1448.7967	730.4189	1233.4425	868.6781	1189.3353	2421.8139	2696.2143	2185.8494	2644.848	2896.3628	3179.7379	4792.1838	620.5978	2106.2749	667.8903	2471.1055	2181.6263	1541.5333	2415.7372	2966.4942
GLUCARDEG-PWY	45.457	5.882	90.0884	29.3639	2.9648	30.3302	33.1137	0	2.505	0.9724	1.9624	1.925	58.3731	42.8888	45.8798	620.0354	30.73	42.5628	28.7625	19.6121	29.7695	0	122.7221	61.2332	31.9346	70.1056	76.7528	46.4353	54.2424	40.9113	20.4917	65.4472	25.7184	13.3908	0.5781	2.9736	10.0306	39.276	12.7232	28.7083	22.4839	19.4594	45.8441	20.326	5.9319	29.1108	6.9419	30.051	2.4829	0.5791	11.7929	9.5243	40.085	72.1766
GLUCARGALACTSUPER-PWY	0	0	2.2542	2.1968	0.8415	1.3501	7.6592	0	0.5761	0.9724	1.9624	0	11.9507	1.2465	16.4528	601.9446	13.5445	38.751	6.856	2.5361	0	0	104.7716	58.9244	0.2789	9.4713	3.1458	4.6426	1.4029	4.7257	0.8425	2.1847	5.8501	1.0984	0.3866	2.0511	0.5645	0.5764	1.0369	0.8488	0.5732	1.3742	7.2302	4.6786	1.714	0.5754	0.2753	4.131	0.5212	0.3866	0.6622	6.8451	21.9071	59.402
GLUCONEO-PWY	3926.7812	4120.5884	4443.4548	4667.9262	2437.3705	3214.1523	5394.334	6466.8769	7588.7459	8460.7901	6140.4088	7422.1838	6657.882	6671.6426	7151.0947	4667.5586	5322.8324	4885.3517	6732.6159	5717.6964	7092.2276	5623.1849	6262.9905	2160.2484	5750.0215	5515.8377	6663.6636	3698.8195	6073.3182	4240.9225	6973.0734	6132.6033	6441.4313	2106.4989	2122.3163	2669.6577	3313.7602	2916.9938	3735.9279	5698.5658	5892.9497	5713.8989	5110.3382	5124.3993	4325.3081	7543.6494	2245.808	5107.3929	3162.8868	4693.5561	4676.9953	1672.8194	2497.9598	3803.5315
GLUCOSE1PMETAB-PWY	0	0	2.2797	2.2798	0.98	5.3788	12.5678	9.9949	8.577	4.9788	19.9794	37.9341	86.4851	12.589	112.7805	960.3975	146.6253	91.4948	17.5859	2.5796	7.9968	0	231.8877	145.3085	2.2796	17.9832	84.7043	6.8575	4.0789	8.9747	73.1494	40.7542	52.3782	24.4189	56.1231	17.7139	59.5042	33.079	60.0287	19.4937	2.5796	1.4199	7.7765	5.2585	1.9998	0.58	0.28	8.3338	0.58	2.5795	0.68	10.2713	30.6332	89.0332
GLUCUROCAT-PWY	1343.6715	1508.4121	1888.5999	1988.4448	1580.4703	1997.8777	2097.4015	2037.4188	2399.7915	1931.4823	2299.0521	1671.8584	2026.0544	1795.6884	2797.1726	2492.4335	1576.6963	1478.83	2149.8876	1458.2306	1638.3885	1927.9526	2408.08	770.096	2394.5516	1893.6985	1748.6787	2064.8731	2219.2177	1779.7019	2381.1343	1682.2996	2020.3936	1140.3646	1049.7203	587.6956	869.6955	791.0927	1123.7959	1547.6348	1643.1069	1433.2929	1701.4333	1894.3302	1835.5601	3892.4065	692.5246	1722.0734	680.7919	1838.0923	1683.6441	1107.774	1511.4796	2002.2509
